"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000198467|ENSG00000151136|ENSG00000256316|ENSG00000140009|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000169116|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000250111|ENSG00000153885|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000125845|ENSG00000258810|ENSG00000165349|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000163053|ENSG00000181826|ENSG00000127561|ENSG00000099725|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000148143|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000253701|ENSG00000186187|ENSG00000101412|ENSG00000169607|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000141738|ENSG00000139318|ENSG00000211898|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000053747|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000233836|ENSG00000184584|ENSG00000166352|ENSG00000109674|ENSG00000143476|ENSG00000255189|ENSG00000130844|ENSG00000144677|ENSG00000145649|ENSG00000203852|ENSG00000185666|ENSG00000253673|ENSG00000223806|ENSG00000022267|ENSG00000076641|ENSG00000136111|ENSG00000116667|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000171848|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000154447|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000139734|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000226281|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000101017|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060|ENSG00000114315","137","66719","64481|64307|64511|64939|64693|64263|64265|64553|64535|64295|64499|64665|64245|64631|64667|64919|64611|64633|64639|64287|64543|64573|64909|64281|64927|64953|64237|64337|64229|65359|64311|64313|64963|64497|64931|64561|64333|64889|64605|65345|64677|65337|64325|64503|64301|64293|64671|64911|64483|64335|64275|64527|64575|64251|64563|64349|64545|64547|64341|64345|64945|64315|64531|64505|64579|65357|64283|64905|64339|64353|64887|64489|64319|64227|64267|64495|64635|64691|64929|64695|64249|64523|64897|64329|64947|64603|64299|64359|64961|64557|64487|65349|64297|64903|64615|64539|64647|64679|64239|64269|64253|64923|64289|64609|64559|64585|64549|64933|64363|64643|64607|64305|64541|65341|64707|64921|64617|64599|64621|64519|64235|64595|64659|64525|64257|65343|64907|64517|64243|64493|65351|64231|64651|64641|64655|64597|64673","1.4226851578433668E-4","0.791907514450867","173","0.010812090600584011","Gene Ontology Biological Process","GO:0065007","biological regulation","12671"
"21017","","""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000081052|ENSG00000186818|ENSG00000153885|ENSG00000251675|ENSG00000267690|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000234184|ENSG00000125384|ENSG00000123095|ENSG00000110237|ENSG00000211898|ENSG00000170835|ENSG00000166352|ENSG00000185666|ENSG00000223806|ENSG00000204482|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000106366|ENSG00000069702|ENSG00000197471|ENSG00000211821","30","66719","64553|64535|64295|64245|64919|64281|64953|64237|64229|64963|64497|64561|64333|64251|64563|64283|64339|64319|64495|64329|65349|64903|64289|64363|64305|65341|64707|64621|64525|64907","1.591703558571288E-4","0.17341040462427745","173","0.024232633279483037","Gene Ontology Biological Process","GO:0040011","locomotion","1238"
"22115","","""The region of a kinetochore most external to centromeric DNA; this outer region mediates kinetochore-microtubule interactions."" [GOC:clt, PMID:11483983]","""IPI""|""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000148143|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000176890","5","66719","64349|64897|64643|64607|64257","1.6278733992767432E-4","0.028409090909090908","176","0.23809523809523808","Gene Ontology Cellular Component branch","GO:0000940","outer kinetochore","21"
"21017","","""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000214357|ENSG00000077238|ENSG00000151136|ENSG00000256316|ENSG00000140009|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000169116|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000250111|ENSG00000153885|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000164929|ENSG00000227191|ENSG00000151458|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000125845|ENSG00000258810|ENSG00000165349|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000163053|ENSG00000181826|ENSG00000127561|ENSG00000099725|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000148143|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000253701|ENSG00000186187|ENSG00000101412|ENSG00000169607|ENSG00000240754|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000139318|ENSG00000211898|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000053747|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000233836|ENSG00000184584|ENSG00000166352|ENSG00000109674|ENSG00000143476|ENSG00000255189|ENSG00000130844|ENSG00000144677|ENSG00000145649|ENSG00000203852|ENSG00000185666|ENSG00000253673|ENSG00000223806|ENSG00000022267|ENSG00000076641|ENSG00000136111|ENSG00000116667|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000154447|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000139734|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000176890|ENSG00000249717|ENSG00000211821|ENSG00000226281|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000101017|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060|ENSG00000114315","134","66719","64481|64307|64939|64693|64263|64265|64553|64535|64295|64499|64665|64245|64631|64667|64919|64611|64633|64639|64287|64543|64573|64909|64281|64927|64953|64237|64337|64229|65359|64311|64313|64963|64497|64931|64561|64333|64889|64605|65345|64677|65337|64325|64503|64301|64293|64671|64911|64483|64335|64275|64527|64575|64251|64563|64349|64545|64547|64341|64345|64945|64315|64531|64505|64579|65357|64283|64905|64339|64353|64489|64319|64227|64267|64495|64635|64691|64929|64695|64249|64523|64897|64329|64947|64603|64299|64359|64961|64557|64487|65349|64297|64903|64615|64539|64647|64679|64239|64269|64253|64923|64289|64559|64585|64549|64933|64363|64643|64607|64305|64541|65341|64707|64921|64617|64599|64621|64519|64235|64595|64659|64525|64257|65343|64907|64517|64243|64493|65351|64231|64651|64641|64655|64597|64673","1.6727448924665529E-4","0.7745664739884393","173","0.010913829613943639","Gene Ontology Biological Process","GO:0050789","regulation of biological process","12278"
"21017","","""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000131620|ENSG00000152689|ENSG00000250111|ENSG00000184194|ENSG00000164929|ENSG00000196549|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000184584|ENSG00000109674|ENSG00000144677|ENSG00000116667|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000272733|ENSG00000176890|ENSG00000211942","19","66719","64611|64287|64909|64927|64229|64945|64353|64267|64695|64897|64947|64961|64679|64643|64607|64617|64235|64257|64243","1.7779103072704141E-4","0.10982658959537572","173","0.035381750465549346","Gene Ontology Biological Process","GO:0044770","cell cycle phase transition","537"
"21017","","""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]","""IEP""|""HEP""|""IC""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000198467|ENSG00000151136|ENSG00000112320|ENSG00000140009|ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000091409|ENSG00000138160|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000152689|ENSG00000178999|ENSG00000153885|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000160683|ENSG00000109047|ENSG00000164929|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000184661|ENSG00000258810|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000173894|ENSG00000163053|ENSG00000127561|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000165480|ENSG00000196549|ENSG00000101412|ENSG00000245648|ENSG00000110237|ENSG00000141738|ENSG00000139318|ENSG00000211898|ENSG00000143369|ENSG00000170835|ENSG00000148498|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000184584|ENSG00000166352|ENSG00000145649|ENSG00000185666|ENSG00000223806|ENSG00000076641|ENSG00000136111|ENSG00000116667|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000163554|ENSG00000267366|ENSG00000228682|ENSG00000149418|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000139734|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000183722|ENSG00000197471|ENSG00000249717|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000256018|ENSG00000124693","93","66719","64307|64511|64939|64261|64263|64553|64351|64535|64295|64669|64665|64245|64631|64667|64919|64611|64633|64287|64573|64281|64927|64953|64237|64337|64273|64229|64313|64963|64497|64285|64931|64561|64333|64889|64537|65345|65337|64325|64503|64301|64293|64483|64275|64251|64563|64545|64341|64945|64505|64905|64339|64887|64489|64319|64227|64495|64957|64691|64929|64249|64897|64329|64557|65349|64903|64539|64647|64679|64269|64253|64923|64289|65355|64583|64247|64363|64305|64541|65341|64707|64599|64621|64519|64235|64595|64659|64525|65343|64907|64243|64493|64651|64641","2.2394815331153593E-4","0.5375722543352601","173","0.01285595797622339","Gene Ontology Biological Process","GO:0032501","multicellular organismal process","7234"
"21017","","""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000152689|ENSG00000178999|ENSG00000250111|ENSG00000267690|ENSG00000164929|ENSG00000070081|ENSG00000181826|ENSG00000169607|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000116667|ENSG00000021762|ENSG00000272733|ENSG00000170677","15","66719","64287|64573|64909|64237|64229|64963|64335|64579|64353|64267|64695|64679|64617|64235|64493","2.931442068495423E-4","0.08670520231213873","173","0.043731778425655975","Gene Ontology Biological Process","GO:0045787","positive regulation of cell cycle","343"
"21017","","""Any process that modulates the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]","""NAS""|""IMP""|""ISS""|""IBA""|""ISO""|""IEA""|""IDA""","ENSG00000152689|ENSG00000169607|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","8","66719","64287|64579|64267|64897|64643|64607|64617|64257","2.9328330571105313E-4","0.046242774566473986","173","0.10810810810810811","Gene Ontology Biological Process","GO:1905818","regulation of chromosome separation","74"
"10916","","Signaling by Receptor Tyrosine Kinases","""REAC""","ENSG00000163808|ENSG00000138160|ENSG00000229989|ENSG00000131620|ENSG00000251675|ENSG00000070081|ENSG00000157557|ENSG00000245869|ENSG00000173894|ENSG00000234184|ENSG00000123095|ENSG00000245648|ENSG00000211898|ENSG00000170835|ENSG00000145649|ENSG00000185666|ENSG00000185477|ENSG00000233355|ENSG00000169439|ENSG00000197471","20","66719","64553|64669|64665|64611|64953|64963|64497|64325|64293|64251|64283|64905|64319|64495|64557|65349|64305|65341|64595|64525","3.13069710048486E-4","0.16393442622950818","122","0.03944773175542406","Reactome pathways","REAC:R-HSA-9006934","Signaling by Receptor Tyrosine Kinases","507"
"21017","","""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]","""NAS""|""TAS""|""IMP""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000152689|ENSG00000250111|ENSG00000267690|ENSG00000164929|ENSG00000070081|ENSG00000181826|ENSG00000169607|ENSG00000042980|ENSG00000164045|ENSG00000174776|ENSG00000116667|ENSG00000021762|ENSG00000272733","13","66719","64287|64909|64237|64229|64963|64335|64579|64353|64267|64695|64679|64617|64235","3.2245506434005545E-4","0.07514450867052024","173","0.05138339920948617","Gene Ontology Biological Process","GO:0090068","positive regulation of cell cycle process","253"
"21017","","""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]","""IEP""|""NAS""|""TAS""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000151136|ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000186818|ENSG00000115738|ENSG00000251675|ENSG00000267690|ENSG00000164929|ENSG00000151458|ENSG00000070081|ENSG00000183690|ENSG00000258810|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000234184|ENSG00000136158|ENSG00000186187|ENSG00000240754|ENSG00000245648|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000185666|ENSG00000182983|ENSG00000152953|ENSG00000184357|ENSG00000185477|ENSG00000233355|ENSG00000272733|ENSG00000197471|ENSG00000211821|ENSG00000211942|ENSG00000256018|ENSG00000123485|ENSG00000254060","38","66719","64939|64553|64295|64665|64631|64919|64639|64953|64237|64229|64311|64963|64333|65345|64301|64293|64671|64251|64545|64531|65357|64905|64339|64495|64691|65349|64253|64923|64559|64305|65341|64235|64525|64907|64243|64651|64655|64597","3.335761548093813E-4","0.21965317919075145","173","0.020052770448548814","Gene Ontology Biological Process","GO:0141124","intracellular signaling cassette","1895"
"22115","","""Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle."" [ISBN:0879693568]","""TAS""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000183657|ENSG00000072110|ENSG00000169116|ENSG00000152689|ENSG00000267694|ENSG00000164929|ENSG00000113296|ENSG00000095932|ENSG00000181826|ENSG00000234184|ENSG00000148143|ENSG00000185666|ENSG00000205726|ENSG00000185477|ENSG00000152253|ENSG00000272733","16","66719","64697|64351|64499|64287|64479|64229|64931|65337|64335|64251|64349|65349|64279|64305|64921|64235","4.2677907155205764E-4","0.09090909090909091","176","0.033542976939203356","Gene Ontology Cellular Component branch","GO:0005874","microtubule","477"
"21017","","""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","25","66719","64553|64535|64295|64665|64631|64573|64953|64229|64963|64497|64333|64293|64251|64545|64905|64353|64489|64495|64947|64903|64921|64621|64907|64243|64493","5.132804429949387E-4","0.14450867052023122","173","0.02620545073375262","Gene Ontology Biological Process","GO:0042325","regulation of phosphorylation","954"
"21017","","""The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."" [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]","""NAS""|""IMP""|""ISS""|""IBA""|""ISO""|""IEA""|""IDA""","ENSG00000152689|ENSG00000169607|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","8","66719","64287|64579|64267|64897|64643|64607|64617|64257","5.960463132041847E-4","0.046242774566473986","173","0.09876543209876543","Gene Ontology Biological Process","GO:0051304","chromosome separation","81"
"8484","","Pathways in cancer","""KEGG""","ENSG00000077238|ENSG00000256316|ENSG00000134369|ENSG00000138160|ENSG00000229989|ENSG00000115738|ENSG00000178999|ENSG00000251675|ENSG00000227191|ENSG00000183690|ENSG00000245869|ENSG00000099725|ENSG00000196549|ENSG00000186187|ENSG00000211898|ENSG00000170835|ENSG00000182983|ENSG00000197471|ENSG00000170677","19","66719","64307|64693|64535|64669|64665|64639|64573|64953|65359|64333|64325|64527|64945|64531|64319|64495|64253|64525|64493","6.466871624409469E-4","0.19387755102040816","98","0.036053130929791274","KEGG","KEGG:05200","Pathways in cancer","527"
